voedselnaam,Alpha-tocopherol,Calcium (Ca),Copper (Cu),Magnesium (Mg),Phosphorus (P),Potassium (K),Total Selenium,Total iron,Zinc (Zn),"niacin equivalents, total",riboflavin,thiamin,vitamin B-12,"vitamin B-6, total",vitamin E; alpha-tocopherol equiv from E vitamer activities,"vitamin K, total"
Miscellaneous savoury extracts,0.0,184.28571428571428,0.07142857142857142,52.857142857142854,771.4285714285714,957.1428571428571,,15.114285714285714,0.9142857142857144,27.321428571428573,0.18,4.85,0.001,1.6,0.0,0.0
Mixed and other not listed condiments,15.4,42.714285714285715,0.06274285714285714,12.142857142857142,25.085714285714285,244.45714285714286,0.002942857142857143,1.872857142857143,0.2857142857142857,1.3285714285714287,0.047142857142857146,0.033999999999999996,0.0,0.048571428571428564,7.116,0.0
Mixed beef and mutton/lamb fresh meat,0.7,11.885714285714284,0.1078,24.942857142857147,202.22857142857143,361.7,0.0185,2.7714285714285714,4.1,6.4,0.2357142857142857,0.13000000000000003,0.0015,0.42,0.7,
"Mixed beef and mutton/lamb fresh meat, QUAL Half fat or medium fat",,11.0,,21.0,171.0,,,2.8,,,0.16,0.08,,,,
"Mixed beef and mutton/lamb fresh meat, QUAL Low fat (naturally or reduced)",,11.0,,21.0,180.0,,,2.9,,,0.17,0.08,,,,
Mixed beer drinks,0.005,12.0,0.028,5.0,15.0,19.0,,0.227,0.03,0.54,0.015,0.002,0.0001,0.025,0.005,0.0
Mixed breakfast cereals,0.6,48.31428571428571,0.3836,75.08571428571429,233.68571428571428,372.40000000000003,0.009171428571428572,4.592428571428571,1.841,8.153428571428572,0.40628571428571425,0.4561428571428571,0.00049,0.6398571428571429,2.9932000000000003,0.0061200000000000004
Mixed cereal rolled grains,,38.0,0.262,94.0,294.0,330.0,,2.959,2.107,5.05,0.11400000000000002,0.335,0.0,0.283,0.8299999999999998,0.0
Mixed cereal-based snacks,1.06,77.27142857142857,0.0565,33.65,109.18571428571428,192.71428571428572,0.0017278571428571427,0.9345714285714285,0.7801428571428571,2.7925714285714287,0.05757142857142857,0.05828571428571429,0.00011999999999999999,0.12625,1.44,0.006254285714285714
Mixed coffee imitates,0.0,65.42857142857143,0.05,90.28571428571429,157.14285714285714,1600.0,0.0094,4.0,0.18571428571428572,12.185714285714285,0.05285714285714286,0.04,0.0,0.06999999999999999,0.0,0.0
Mixed dried fruits,1.047,69.42857142857143,0.30083333333333334,40.449999999999996,111.14285714285714,729.0,0.003,1.7742857142857142,0.8140000000000001,2.021714285714286,0.10314285714285713,0.13114285714285714,0.0,0.3087142857142857,1.3367499999999999,0.007
Mixed fresh fat tissue,0.7,1.0,0.012,1.0,7.0,65.0,,0.18,0.37,1.5400000000000003,0.0,0.08,0.0002,0.0,0.7,0.0
"Mixed fresh fat tissue, PROCESS Baking",0.42,4.15,6.4,21.0,348.0,300.0,0.037399999999999996,,3.7,22.0,0.0,0.17,0.0003,1.0,0.42000000000000004,0.104
Mixed fresh meat,0.44,6.8,0.08742857142857142,21.2,172.0,314.2857142857143,0.012657142857142856,1.365142857142857,3.0382857142857143,8.788,0.19114285714285714,0.28685714285714287,0.001962857142857143,0.3291428571428572,0.44,0.008
"Mixed fresh meat, PROCESS Baking",0.5,6.328571428571428,0.08228571428571428,20.457142857142856,167.71428571428572,284.42857142857144,,1.392,3.236,6.934857142857143,0.19342857142857142,0.35400000000000004,0.0018714285714285714,0.25285714285714284,0.4016,0.007
"Mixed fresh meat, PROCESS Cooking in water",0.499,6.0,0.108,25.0,191.0,295.0,,1.905,4.398,9.304999999999998,0.254,0.379,0.0024,0.271,0.499,0.009
"Mixed fresh meat, PROCESS Steaming",0.499,6.0,0.108,25.0,191.0,295.0,,1.905,4.398,9.304999999999998,0.254,0.379,0.0024,0.271,0.499,0.009
"Mixed fresh meat, QUAL Half fat or medium fat",,10.0,0.05,17.0,180.0,291.0,,1.3,4.47,4.8,0.15,0.1,,,,
"Mixed fresh meat, QUAL Low fat (naturally or reduced)",,4.0,0.06,18.0,190.0,335.0,0.003,1.6,3.3,4.7,0.18,0.11,,,,
Mixed fruit nectars,0.164,9.242857142857144,0.028714285714285716,5.951428571428571,6.614285714285714,80.34285714285714,0.0008,0.18916666666666668,0.057,0.2888571428571428,0.014285714285714287,0.017714285714285714,0.0,0.02514285714285714,0.1928,0.001
Mixed green salad,0.12,34.08571428571428,0.04133333333333333,10.833333333333334,30.714285714285715,245.14285714285714,0.000165,0.47350000000000003,0.23514285714285715,0.528,0.064,0.04542857142857143,0.0,0.07628571428571429,0.40249999999999997,0.107
Mixed herbs and spices,,1423.4285714285713,0.87,273.3333333333333,188.85714285714286,1539.2857142857142,,46.63428571428572,4.017142857142857,8.617,0.3166666666666667,0.3065714285714286,0.0,0.44,2.01,0.0
Mixed pork and mutton/lamb fresh meat,0.41,9.0,0.1,25.0,149.0,291.0,,1.8,3.5,7.933,0.198,0.975,0.0006,0.392,0.41,0.0
"Mixed pork and mutton/lamb fresh meat, QUAL Half fat or medium fat, PROCESS Cooking in water",0.7,16.5,0.1454,29.1,237.0,401.0,0.0214,2.2,3.6,6.2,0.27,0.37,0.001,0.39,0.7,
"Mixed pork and mutton/lamb fresh meat, QUAL Half fat or medium fat, PROCESS Steaming",0.7,16.5,0.1454,29.1,237.0,401.0,0.0214,2.2,3.6,6.2,0.27,0.37,0.001,0.39,0.7,
Mixed vegetable juice,0.895,17.914285714285715,0.09242857142857143,15.571428571428571,39.714285714285715,285.0,0.000208,0.5315714285714286,0.2782857142857143,1.153,0.046714285714285715,0.06585714285714285,0.0,0.11171428571428572,0.8380000000000001,0.017714285714285714
Mixed vegetable salad,0.1,33.05714285714286,0.0808,15.35,38.528571428571425,272.57142857142856,0.00030333333333333335,0.8757142857142857,0.3151428571428571,1.43,0.07857142857142858,0.06242857142857143,0.00015000000000000001,0.08228571428571428,2.6125,0.031
Mixed vegetables soup,0.2,13.314285714285715,0.04245714285714286,14.457142857142857,22.02857142857143,158.0,0.00105,0.36342857142857143,0.23814285714285716,2.6014285714285714,0.028333333333333335,0.046,0.0002,0.04757142857142858,0.19860000000000003,0.019
"Mixed vegetables, boiled",0.295,33.57142857142857,0.06328571428571429,15.799999999999999,42.4,185.42857142857142,0.0006571428571428571,0.7855714285714285,0.3481428571428572,1.5242857142857142,0.07214285714285715,0.09157142857142857,0.0,0.09814285714285716,0.575,0.025
"Mixed vegetables, braised",0.841,34.385714285714286,0.10771428571428572,21.02857142857143,52.81428571428571,259.7142857142857,0.0007,0.9717142857142856,0.4114285714285714,1.661,0.07871428571428572,0.09999999999999999,0.0,0.14942857142857144,0.5464,0.025
"Mixed vegetables, fried",2.4,38.199999999999996,0.0962,21.514285714285712,60.885714285714286,267.45714285714286,0.0025714285714285713,0.8262857142857143,0.4042857142857143,1.6010000000000002,0.111,0.08071428571428571,0.00014000000000000001,0.19442857142857142,1.6263999999999998,0.024
"Mixed vegetables, grilled",,24.5,0.1042,22.8,61.0,249.6,0.0004,0.8968,0.4588,1.795,0.08460000000000001,0.12999999999999998,0.0,0.13720000000000002,0.5332,0.026000000000000002
Modified starch,0.0,10.0,,4.0,5.0,5.0,0.0,0.28,,,0.008,0.0,0.0,,0.0,
Molasses,,417.14285714285717,0.4471428571428571,168.57142857142858,31.0,1467.142857142857,,7.914285714285714,0.7285714285714285,0.4478571428571429,0.1,0.06857142857142857,0.0,0.67,0.41,0.0
Morels,,9.571428571428571,0.22,12.285714285714286,95.71428571428571,335.14285714285717,0.004742857142857143,1.4000000000000001,0.41428571428571426,5.783,0.044,0.09,0.0,0.09571428571428572,0.07,0.0
"Morels, PROCESS Baking",,10.735714285714286,0.3657142857142857,13.071428571428571,133.04285714285714,347.57142857142856,0.006469999999999999,0.7745714285714286,0.48214285714285715,5.576857142857143,0.055,0.10085714285714285,0.0,0.05085714285714286,0.053,0.0
"Morels, PROCESS Cooking in water",0.053,12.0,0.325,15.0,169.0,336.0,,1.123,0.48600000000000004,5.222,0.055,0.112,0.0,0.044,0.053000000000000005,0.0
"Morels, PROCESS Steaming",0.062,14.0,0.41,20.0,210.0,453.0,,1.313,0.615,6.486,0.074,0.142,0.0,0.058,0.062,0.0
Mortadella-type sausage,0.348,17.142857142857142,0.088,16.857142857142858,168.85714285714286,242.0,0.007033333333333333,1.4607142857142856,1.8775000000000002,6.346428571428572,0.17442857142857143,0.34214285714285714,0.0013371428571428573,0.22128571428571428,0.2136,0.011
"Mortadella-type sausage, QUAL Low fat (naturally or reduced)",0.36,17.285714285714285,0.05285714285714286,10.857142857142858,180.0,222.14285714285714,0.008,1.25,1.9285714285714286,6.6049999999999995,0.06285714285714286,0.11214285714285714,0.00076,0.10642857142857144,0.36,0.001
Moussaka,0.7,82.06666666666666,0.06306666666666667,18.75,115.14999999999999,373.1333333333334,0.0022,0.7743333333333333,0.9574999999999999,3.049666666666667,0.10883333333333334,0.0655,0.0006666666666666666,0.11166666666666665,0.7539999999999999,0.006000000000000001
Mozzarella,0.305,367.57142857142856,0.0256,17.82857142857143,303.42857142857144,82.14285714285714,0.006357142857142857,0.25666666666666665,2.9728571428571433,5.478571428571429,0.3628571428571429,0.034999999999999996,0.00174,0.07571428571428572,0.3372,0.0
Muesli plain,1.5,63.42857142857143,0.33511428571428575,83.77142857142857,298.45714285714286,411.0,0.007342857142857143,4.348142857142856,2.4088571428571433,5.926142857142858,0.28828571428571426,0.41314285714285715,7.000000000000001e-05,0.8600000000000001,2.96,0.0019199999999999998
Muffins,,93.8,0.6556,46.480000000000004,216.8,138.5,0.00468,3.0758,1.0436,2.436,0.1242,0.0656,0.000464,0.05700000000000001,2.336,0.004
Mulberries (black and white),0.5,36.42857142857143,0.06,15.5,46.57142857142857,250.57142857142858,0.0006,1.635714285714286,0.18857142857142858,0.7554285714285714,0.05157142857142857,0.037,0.0,0.054285714285714284,0.5,0.0
Mullets,1.0,52.857142857142854,0.018285714285714287,28.142857142857142,218.28571428571428,385.7142857142857,0.046,1.2,0.7828571428571428,9.371142857142857,0.12285714285714286,0.06571428571428571,0.002142857142857143,0.42357142857142854,0.8039999999999999,0.0
"Mullets, PROCESS Baking",0.493,52.42857142857143,0.041,30.142857142857142,222.14285714285714,390.42857142857144,0.05194285714285714,1.0542857142857143,0.8107142857142857,7.3834285714285715,0.10957142857142857,0.054714285714285715,0.0017000000000000001,0.3667142857142857,0.5576666666666666,0.0
"Mullets, PROCESS Cooking in water",0.493,51.0,0.009,27.0,185.0,339.0,,1.26,0.6049999999999999,6.828,0.089,0.041,0.0015,0.24899999999999997,0.493,0.0
"Mullets, PROCESS Frying",0.493,51.0,0.009,27.0,185.0,339.0,,1.26,0.6049999999999999,6.828,0.089,0.041,0.0015,0.24899999999999997,0.493,0.0
"Mullets, PROCESS Steaming",0.493,51.0,0.009,27.0,185.0,339.0,,1.26,0.6049999999999999,6.828,0.089,0.041,0.0015,0.24899999999999997,0.493,0.0
Multigrain (not only rye-wheat) bread and rolls,0.5,54.800000000000004,0.22477142857142857,53.4,163.97142857142856,247.1142857142857,0.005628571428571428,1.8852857142857142,1.364,3.448571428571429,0.0972857142857143,0.17314285714285713,0.00029,0.1457142857142857,2.086,0.003
Multivitamin juices,,12.0,0.0334,9.2,10.4,135.0,0.001,0.1744,0.089,2.1235,0.20249999999999999,0.16499999999999998,0.0005,1.0642,5.0,0.001
"Multivitamin juices, FORT Combination of vitamin and mineral only supplements",0.504,10.0,0.053,7.0,12.0,108.0,,,0.05,0.24099999999999996,0.08057142857142856,0.16499999999999998,0.0,0.029,0.504,0.003
"Multivitamin juices, FORT Vitamin only supplements",5.0,12.333333333333334,0.036333333333333336,9.333333333333334,10.333333333333334,137.66666666666666,0.0008333333333333334,0.14133333333333334,0.075,2.1235,0.16199999999999998,0.16499999999999998,0.0005,0.7639999999999999,3.2600000000000002,0.001
Mung bean sprouts,0.2,18.428571428571427,0.12114285714285714,19.285714285714285,58.142857142857146,131.85714285714286,0.0008857142857142857,1.1371428571428572,0.41571428571428576,1.897857142857143,0.1457142857142857,0.13642857142857143,0.0,0.09185714285714286,0.078,0.005
"Mung bean sprouts, PROCESS Cooking in water",0.1,32.457142857142856,0.03457142857142857,12.70857142857143,33.25714285714286,51.31428571428571,0.0008571428571428572,1.502857142857143,0.2714285714285714,0.7742857142857142,0.1,0.09,0.0,0.06171428571428572,0.08,
"Mung bean sprouts, PROCESS Steaming",0.1,32.457142857142856,0.03457142857142857,12.70857142857143,33.25714285714286,51.31428571428571,0.0008571428571428572,1.502857142857143,0.2714285714285714,0.7742857142857142,0.1,0.09,0.0,0.06171428571428572,0.08,
Mung beans (dry),1.9,88.85714285714286,0.6388333333333333,174.83333333333334,376.42857142857144,875.0,0.01,6.531428571428571,2.4471428571428575,16.895999999999997,0.23985714285714285,0.509,0.0,0.45199999999999996,1.6239999999999999,0.14714285714285716
"Mung beans (dry), PROCESS Cooking in water",0.07,41.142857142857146,0.18142857142857144,73.14285714285714,154.28571428571428,201.14285714285714,0.0037714285714285714,2.698571428571429,1.0051428571428571,13.789,0.08771428571428572,0.13314285714285715,0.0,0.07,1.247,0.085
"Mung beans (dry), PROCESS Steaming",0.07,41.142857142857146,0.18142857142857144,73.14285714285714,154.28571428571428,201.14285714285714,0.0037714285714285714,2.698571428571429,1.0051428571428571,13.789,0.08771428571428572,0.13314285714285715,0.0,0.07,1.247,0.085
Mushroom based dishes,0.1,31.17142857142857,0.3362857142857143,11.542857142857143,105.31428571428572,288.7142857142857,0.015399999999999999,1.3434285714285714,0.7237142857142856,4.311428571428571,0.30014285714285716,0.09185714285714286,0.00046,0.1362857142857143,0.545,0.009
Mushroom salad,0.2,24.957142857142856,0.16494285714285714,16.085714285714285,64.14285714285714,283.74285714285713,0.007742857142857143,1.0328571428571427,0.45,3.938,0.21857142857142858,0.08371428571428573,5.2000000000000004e-05,0.12114285714285714,1.2868,0.009
Mushroom soup,0.49,26.32857142857143,0.059,5.816666666666666,30.228571428571428,78.68571428571428,0.00172,0.3095714285714286,0.26071428571428573,1.5699999999999998,0.075,0.04285714285714286,9.5e-05,0.03428571428571429,0.24033333333333332,0.001
Mushrooms cooked sauce,0.8049999999999999,29.3,0.04177142857142857,7.371428571428572,45.0,102.24285714285715,0.0035914285714285714,0.5342857142857143,0.3,1.0642857142857143,0.08485714285714285,0.18771428571428572,8.6e-05,0.040857142857142856,0.3752,0.0
Mushy peas,0.25,27.842857142857138,0.16957142857142857,19.428571428571427,63.785714285714285,140.85714285714286,0.0009,0.8757142857142858,0.583,0.9852857142857143,0.05657142857142857,0.1122857142857143,0.0,0.030571428571428572,0.13399999999999998,0.0
Mussels,0.8,49.42857142857143,0.34028571428571425,38.0,234.42857142857142,233.85714285714286,0.05114285714285714,5.613142857142857,2.5365714285714285,4.5285714285714285,0.22714285714285715,0.13,0.013885714285714284,0.08057142857142859,1.298,0.0
"Mussels, PROCESS Baking",0.909,28.0,0.208,33.0,218.0,294.0,,4.322,2.215,4.195,0.24,0.155,0.0087,0.074,0.909,0.0
"Mussels, PROCESS Cooking in water",1.2,63.885714285714286,0.19557142857142856,51.68571428571429,242.0,198.85714285714286,0.04291428571428572,7.153428571428571,2.516142857142857,6.196142857142857,0.24171428571428571,0.05225,0.012794285714285715,0.07685714285714286,2.2166,0.0
"Mussels, PROCESS Frying",0.909,27.714285714285715,0.208,33.857142857142854,196.57142857142858,288.0,,4.201428571428571,1.925,4.195,0.24,0.155,0.012499999999999999,0.074,0.909,0.0
"Mussels, PROCESS Steaming",1.2,48.0,0.1947142857142857,41.142857142857146,229.71428571428572,199.57142857142858,0.049999999999999996,5.250857142857143,2.4955714285714286,6.6378571428571425,0.24628571428571427,0.0775,0.011994285714285716,0.06742857142857142,1.1034000000000002,0.0
Mustard and related sauces,0.3,101.74285714285715,0.18,74.28571428571429,191.28571428571428,168.28571428571428,0.006,2.448571428571429,0.9542857142857143,6.342,0.075,0.051000000000000004,0.0,0.07071428571428572,0.3,0.0
Mustard seeds and similar-,0.0,520.0,0.41,300.0,840.0,680.0,,18.5,4.7,16.4,0.38,0.54,0.0,0.2,0.0,0.0
"Mustard, hot",0.3,110.57142857142857,0.26142857142857145,80.85714285714286,153.0,140.0,0.006,1.9857142857142858,0.6714285714285715,7.1,0.125,0.051,0.0,0.07042857142857142,0.3,0.0
"Mustard, mild",1.375,186.42857142857142,0.24428571428571427,79.85714285714286,164.42857142857142,208.57142857142858,0.009114285714285714,2.414285714285714,0.5714285714285714,3.5215714285714284,0.15333333333333335,0.26666666666666666,0.0,0.060000000000000005,,0.0
"Mustard, sweet",1.75,102.57142857142857,0.37857142857142856,101.42857142857143,146.57142857142858,135.71428571428572,0.006,1.9428571428571428,0.6857142857142858,6.917,0.2,0.1,0.0,0.052857142857142866,,0.0
Nasturtium flowers and leaves,1.0,180.0,0.14,34.0,64.0,276.0,,3.14,0.2,1.083,0.17,0.085,0.0,0.13,1.0,0.25
Natural mineral water,,14.4,0.004,2.3600000000000003,0.0,1.0466666666666666,0.0001,0.0,0.008666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy beans (dry seeds),0.001,132.14285714285714,0.6278571428571428,151.42857142857142,392.85714285714283,1285.7142857142858,0.012,6.321428571428571,2.682142857142857,5.545,0.16357142857142856,0.4878571428571429,0.0,0.45285714285714285,0.0846,0.0
"Navy beans (dry seeds), PROCESS Cooking in water",,48.65714285714286,0.1732857142857143,43.714285714285715,138.71428571428572,427.0,0.003485714285714286,2.5245714285714285,0.9437142857142857,2.142,0.05071428571428571,0.127,0.0,0.11785714285714285,0.1075,0.0
"Navy beans (dry seeds), PROCESS Steaming",,48.65714285714286,0.1732857142857143,43.714285714285715,138.71428571428572,427.0,0.003485714285714286,2.5245714285714285,0.9437142857142857,2.142,0.05071428571428571,0.127,0.0,0.11785714285714285,0.1075,0.0
"Nectar, apple",0.254,7.142857142857143,0.023571428571428573,4.142857142857143,6.285714285714286,65.0,0.001,0.1657142857142857,0.03785714285714286,0.152,0.008571428571428572,0.009285714285714286,0.0,0.022142857142857148,0.1924,0.003
"Nectar, apricot",0.202,10.585714285714285,0.03783333333333334,5.433333333333334,8.571428571428571,106.0,0.0010166666666666668,0.28900000000000003,0.06071428571428572,0.305,0.01685714285714286,0.015142857142857144,0.0,0.06614285714285714,0.11240000000000001,0.001
"Nectar, banana",0.07,6.0,0.03,8.0,6.0,81.0,,0.116,0.046,0.23500000000000001,0.012,0.009,0.0,0.075,0.07,0.0
"Nectar, mango",0.356,7.771428571428571,0.02057142857142857,6.428571428571429,5.285714285714286,55.42857142857143,0.0010285714285714286,0.1858571428571429,0.05928571428571429,0.257,0.014142857142857143,0.0152,0.0,0.03642857142857143,0.2312,0.0
"Nectar, orange",0.1,8.6,0.022285714285714287,6.428571428571429,8.485714285714286,99.57142857142857,0.00104,0.13785714285714287,0.048600000000000004,0.1657142857142857,0.012142857142857144,0.03842857142857143,0.0,0.030142857142857145,0.096,0.0
"Nectar, peach",0.438,7.571428571428571,0.0238,5.5,7.833333333333333,77.85714285714286,0.001,0.18600000000000003,0.07250000000000001,0.34500000000000003,0.017285714285714286,0.013333333333333334,0.0,0.016714285714285716,0.162,0.001
"Nectar, pear",0.225,8.385714285714286,0.034999999999999996,4.866666666666666,5.428571428571429,59.42857142857143,0.001,0.1847142857142857,0.06914285714285714,0.09871428571428573,0.015857142857142858,0.014166666666666666,0.0,0.016142857142857143,0.125,0.003
